name,latitude,longitude,location_id,num_reviews,ranking_position,ranking_denominator,ranking_category,rating,address,cuisine,establishment_types,price,Bar,Italian,Japanese,American,Steakhouse,Cafe,Indian,Asian,Healthy,German,Central European,Mediterranean,European,Vegan Options,Gluten Free Options,Seafood,min price,max price,rating_category
Enoteca La Trattoria,51.43222,6.761389,2449543,81,11,328,B,4.5,"Friedrich-Wilhelm-Platz 2, 47051 Duisburg, North Rhine-Westphalia Germany",Italian,Restaurants,,N/A,Available,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Available,N/A,N/A,N/A,0,0,B
Zur Laterne,51.432648,6.763331,961208,106,12,328,B,4.0,"Sonnenwall 23, 47051 Duisburg, North Rhine-Westphalia Germany",German,Restaurants,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Available,N/A,N/A,Available,N/A,N/A,N/A,0,0,C
LoLu,51.432198,6.767874,3970818,69,13,328,B,4.5,"Claubergstr. 12, 47051 Duisburg, North Rhine-Westphalia Germany",Middle Eastern,Restaurants,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Available,Available,N/A,0,0,B
L'Osteria Duisburg,51.44206,6.770189,7656030,209,14,328,B,4.0,"Schifferstr. 190, 47059 Duisburg, North Rhine-Westphalia Germany",Italian,Restaurants,,N/A,Available,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Available,Available,N/A,N/A,N/A,0,0,C
Loewe Burger Restaurant,51.426666,6.762617,1346285,43,15,328,B,5.0,"Kremerstr. 21, 47051 Duisburg, North Rhine-Westphalia Germany",American,Restaurants,$5 - $12,N/A,N/A,N/A,Available,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,$5 , $12,A
Walsumer Hof,51.52731,6.70603,1040501,113,16,328,B,4.5,"Rheinstr. 16, 47179 Duisburg, North Rhine-Westphalia Germany",German,Restaurants,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Available,N/A,N/A,Available,N/A,N/A,Available,0,0,B
Casa-Castillo,51.50889,6.665731,5416391,60,17,328,B,4.5,"Muehlenstr. 21f, 47199 Duisburg, North Rhine-Westphalia Germany",Spanish,Restaurants,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Available,N/A,0,0,B
Thai-Restaurant  Samui,51.436398,6.766551,2524823,106,18,328,B,4.0,"Kuhlenwall 54, 47051 Duisburg, North Rhine-Westphalia Germany",Asian,Restaurants,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Available,N/A,N/A,N/A,N/A,N/A,Available,N/A,N/A,0,0,C
Amazing Thai Restaurant,51.43863,6.76837,14169010,40,19,328,B,4.5,"Stresemannstr. 2, 47051 Duisburg, North Rhine-Westphalia Germany",Asian,Restaurants,$8 - $22,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Available,Available,N/A,N/A,N/A,N/A,Available,N/A,N/A,$8 , $22,B
Ziegenpeter,51.412373,6.744035,4942685,72,20,328,B,4.5,"Liebigstrasse 70 / Rheinpark, 47053 Duisburg, North Rhine-Westphalia Germany",German,Restaurants,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Available,Available,N/A,Available,Available,N/A,N/A,0,0,B
currybar,51.43363,6.771746,1340767,79,21,328,C,4.0,"Koenigstr. 55 Im City-Palais, 47051 Duisburg, North Rhine-Westphalia Germany",German,Restaurants,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Available,Available,N/A,Available,N/A,N/A,N/A,0,0,C
Rodizio,51.435,6.760419,7109804,133,22,328,C,4.0,"Schwanenstr. 19, 47051 Duisburg, North Rhine-Westphalia Germany",Brazilian,Restaurants,$16 - $40,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,$16 , $40,C
Finkenkrug,51.42932,6.794053,742994,82,23,328,C,4.0,"Sternbuschweg 71-73, 47057 Duisburg, North Rhine-Westphalia Germany",Bar,Restaurants,,Available,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Available,N/A,N/A,0,0,C
Grillkult,51.36738,6.742785,9453267,68,24,328,C,4.5,"Kaiserswerther Str. 324, 47259 Duisburg, North Rhine-Westphalia Germany",American,Restaurants,,N/A,N/A,N/A,Available,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,B
Kartoffel-Kiste,51.44071,6.795388,742995,82,25,328,C,4.0,"Schweizer Str. 105, 47058 Duisburg, North Rhine-Westphalia Germany",German,Restaurants,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Available,Available,N/A,Available,N/A,N/A,N/A,0,0,C
Restaurant Corfu,51.453053,6.68799,5776012,41,26,328,C,4.5,"Kirchstr. 173 47198 Duisburg, 47198 Duisburg, North Rhine-Westphalia Germany",Greek,Restaurants,$5 - $20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,$5 , $20,B
LiMa's,51.417477,6.779964,10525482,37,27,328,C,4.5,"Sternbuschweg 310, 47057 Duisburg, North Rhine-Westphalia Germany",Deli,Restaurants,$5 - $12,N/A,N/A,N/A,N/A,N/A,Available,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Available,N/A,N/A,$5 , $12,B
Villa Patrizia,51.433296,6.800689,1040517,88,28,328,C,4.0,"Muelheimer Str. 213, 47058 Duisburg, North Rhine-Westphalia Germany",Italian,Restaurants,$30 - $100,N/A,Available,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Available,N/A,Available,N/A,Available,N/A,$30 , $100,C
Sofra-Ocakbasi,51.498924,6.799332,2460833,47,29,328,C,4.5,"Holtener Str. 228, 47167 Duisburg, North Rhine-Westphalia Germany",Turkish,Restaurants,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,B
Mein Stubchen,51.433918,6.763056,4921975,88,30,328,C,4.0,"Kuhstr. 21, 47051 Duisburg, North Rhine-Westphalia Germany",International,Restaurants,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Available,Available,N/A,N/A,0,0,C
Sun Restaurant,51.42802,6.768022,5820761,27,31,328,D,5.0,"Wittekindstr. 37, 47051 Duisburg, North Rhine-Westphalia Germany",Korean,Restaurants,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Available,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,A
La Gioconda,51.430138,6.762533,1040515,90,32,328,D,4.0,"Dellplatz 1, 47051 Duisburg, North Rhine-Westphalia Germany",Italian,Restaurants,,N/A,Available,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Available,Available,N/A,N/A,N/A,0,0,C
Sawadi Thai-Imbiss,51.432728,6.785317,3207276,50,33,328,D,4.5,"Muelheimer Str. 81, 47058 Duisburg, North Rhine-Westphalia Germany",Asian,Restaurants,$8 - $15,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Available,N/A,N/A,N/A,N/A,N/A,Available,N/A,Available,$8 , $15,B
Mongo's Restaurant Duisburg,51.44027,6.768222,1040504,127,34,328,D,4.0,"Philosophenweg 17-18, 47051 Duisburg, North Rhine-Westphalia Germany",Mongolian,Restaurants,$11 - $27,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Available,Available,N/A,N/A,N/A,N/A,Available,N/A,N/A,$11 , $27,C
La Vespa 50,51.449997,6.707767,11865990,41,35,328,D,4.5,"Moerserstrasse 40, 47198 Duisburg, North Rhine-Westphalia Germany",Italian,Restaurants,,N/A,Available,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Available,N/A,N/A,N/A,N/A,0,0,B
The Black Bull,51.404556,6.768111,10092521,25,36,328,D,5.0,"Zum Lith 75, 47055 Duisburg, North Rhine-Westphalia Germany",International,Restaurants,$4 - $9,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Available,N/A,N/A,$4 , $9,A
Duisburgs Lindenwirtin,51.43343,6.79891,1040516,68,37,328,D,4.0,"Muelheimer Str. 203, 47058 Duisburg, North Rhine-Westphalia Germany",German,Restaurants,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Available,Available,N/A,Available,N/A,N/A,N/A,0,0,C
Haus Birken,51.49744,6.79462,1005331,34,38,328,D,4.5,"Gerlingstr. 174, 47167 Duisburg, North Rhine-Westphalia Germany",German,Restaurants,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Available,N/A,N/A,N/A,N/A,N/A,N/A,0,0,B
Lemon Tree Asian Food Restaurant,51.432804,6.764416,3964043,40,39,328,D,4.5,"Salvatorweg 16, 47051 Duisburg, North Rhine-Westphalia Germany",Asian,Restaurants,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Available,N/A,N/A,N/A,N/A,N/A,Available,N/A,N/A,0,0,B
Einfach Brendel,51.436462,6.770333,4314645,62,40,328,D,4.0,"Fuldastr. 20, 47051 Duisburg, North Rhine-Westphalia Germany",European,Restaurants,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Available,Available,N/A,Available,N/A,N/A,N/A,0,0,C
Casa Bellini,51.49052,6.672826,1040508,57,41,328,E,4.0,"Hubertusstr. 2, 47199 Duisburg, North Rhine-Westphalia Germany",Italian,Restaurants,,N/A,Available,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Available,N/A,Available,N/A,N/A,Available,0,0,C
Ristorante & Pizzeria Palazzo,51.43356,6.770918,2251168,144,42,328,E,3.5,"Koenigstr. 39, 47051 Duisburg, North Rhine-Westphalia Germany",Italian,Restaurants,,N/A,Available,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Available,Available,Available,N/A,N/A,0,0,C
Faktorei,51.44068,6.769688,1341818,112,43,328,E,4.0,"Philosophenweg 21, 47051 Duisburg, North Rhine-Westphalia Germany",European,Restaurants,$1 - $69,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Available,N/A,N/A,N/A,$1 , $69,C
La Savi Caffe Restaurant,51.41965,6.754558,19876221,18,44,328,E,4.5,"Wanheimer Str. 55, 47053 Duisburg, North Rhine-Westphalia Germany",Steakhouse,Restaurants,,N/A,N/A,N/A,N/A,Available,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,B
Burritozzz,51.428116,6.791533,21300691,12,45,328,E,5.0,"Sternbuschweg 94-96, 47057 Duisburg, North Rhine-Westphalia Germany",Mexican,Restaurants,$6 - $12,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,$6 , $12,A
Rosso Picanto,51.43315,6.764031,7009290,48,46,328,E,4.0,"Sonnenwall 6, 47051 Duisburg, North Rhine-Westphalia Germany",Italian,Restaurants,,N/A,Available,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,C
Cafehaus Dobbelstein,51.4331,6.7638,7742970,50,47,328,E,4.0,"Sonnenwall 8, 47051 Duisburg, North Rhine-Westphalia Germany",German,Restaurants,,N/A,N/A,N/A,N/A,N/A,Available,N/A,N/A,N/A,Available,Available,N/A,Available,N/A,N/A,N/A,0,0,C
VAPIANO Duisburg,51.441757,6.771642,1907650,187,48,328,E,3.5,"Schifferstr. 196, 47059 Duisburg, North Rhine-Westphalia Germany",Italian,Restaurants,,N/A,Available,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Available,Available,Available,Available,N/A,0,0,C
Ristorante Belvedere,51.450806,6.732026,11592249,21,49,328,E,4.5,"Kasteel Strasse 1 - 7, 47119 Duisburg, North Rhine-Westphalia Germany",European,Restaurants,,N/A,Available,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Available,N/A,N/A,N/A,0,0,B
Balkan Hof,51.363728,6.750611,2022478,93,50,328,E,4.0,"Dusseldorfer Landstrasse 337, 47259 Duisburg, North Rhine-Westphalia Germany",European,Restaurants,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Available,N/A,Available,N/A,N/A,N/A,0,0,C
